Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Continent,Reliability*
Australia,30829,26,910,,29405,Australia/Oceania,0
Fiji,7149,636,39,6,1318,Australia/Oceania,0
French Polynesia,19017,,143,,18861,Australia/Oceania,1
Marshall Islands,4,,,,4,Australia/Oceania,0
Micronesia,1,,,,1,Australia/Oceania,0
New Caledonia,129,,,,58,Australia/Oceania,0
New Zealand,2758,,26,,2696,Australia/Oceania,1
Papua New Guinea,17098,,173,,16518,Australia/Oceania,0
Samoa,3,,,,3,Australia/Oceania,0
Solomon Islands,20,,,,20,Australia/Oceania,0
Vanuatu,4,,1,,3,Australia/Oceania,0
Wallis and Futuna,445,,7,,438,Australia/Oceania,0
